condition,clickStatus,targetH,targetS,targetL,distr1H,distr1S,distr1L,distr2H,distr2S,distr2L,allSpeakerContents
split,target,181,73,50,189,45,50,265,85,50,bright turquoise / not dark
far,target,4,41,50,137,53,50,268,61,50,red
close,target,112,38,50,157,67,50,164,81,50,the most green. looks like moss color / yellow based
split,target,89,9,50,335,3,50,15,99,50,this is the gray that looks the most gray / closer to brown NOT blue
close,target,162,80,50,173,42,50,169,63,50,bright green
far,target,283,36,50,186,16,50,106,64,50,purple
far,target,237,76,50,196,47,50,337,40,50,dark blue
far,target,178,28,50,45,40,50,324,99,50,the blue gray color
close,target,298,22,50,283,60,50,273,19,50,lightest purple
close,target,81,46,50,132,41,50,119,54,50,lime green looks like kermit. not the bright or the dark
split,target,258,7,50,249,0,50,137,26,50,okay this is the blue-ish gray kind of looks purple
split,target,15,27,50,8,83,50,246,56,50,pink brown salmon color
far,target,327,36,50,218,53,50,92,42,50,pink/purple
far,target,32,73,50,320,71,50,267,85,50,orange
split,target,124,34,50,156,13,50,198,69,50,green
far,target,309,95,50,219,95,50,63,7,50,pink
far,target,255,46,50,139,71,50,335,83,50,purple
split,target,99,33,50,141,31,50,226,25,50,kermit green again. brighter than other green
far,target,81,37,50,357,99,50,263,77,50,green
split,target,34,65,50,48,46,50,348,50,50,orange
split,target,63,16,50,131,15,50,55,63,50,brown gray muddy color
close,target,50,33,50,81,16,50,42,29,50,tan - lightest of the browns / yellow ish
far,target,42,14,50,342,39,50,113,78,50,gray
far,target,214,87,50,27,56,50,172,50,50,dark blue
split,target,150,84,50,150,49,50,225,89,50,bright green / bright green
close,distr2,268,33,50,299,77,50,267,66,50,purple - the lighter one / not dark
split,target,140,21,50,184,24,50,34,74,50,green moss like
far,target,36,71,50,354,1,50,341,27,50,yellow
far,target,31,40,50,102,47,50,236,38,50,brown/tan
close,distr2,151,10,50,53,15,50,130,12,50,wow ummmm / okay one of them is tan and it isn't that one / the other one is green and it is like darker green / this one is green but lighter like mixed more with white
split,target,350,22,50,263,22,50,78,5,50,red
far,target,40,62,50,230,60,50,108,81,50,orange / yellow
close,target,272,97,50,227,95,50,229,53,50,purple
close,target,315,46,50,344,31,50,320,75,50,magenta / not the bright pink
close,target,41,23,50,53,9,50,88,26,50,okay this is the brown/tan
close,target,8,46,50,5,86,50,345,88,50,not bright / the red that is dull
far,target,153,59,50,281,28,50,41,54,50,green
close,target,107,48,50,155,49,50,81,35,50,greenest of the green / not the moss or the pastel
split,target,239,14,50,188,6,50,275,87,50,purple BUT it is not the bright one
far,target,203,65,50,229,64,50,165,50,50,blue but the light blue not dark
close,target,169,4,50,249,1,50,33,25,50,okay this is one of the grays / but one of them is purple like and it is NOT that one / more of a true gray
close,target,114,53,50,85,45,50,123,19,50,bright green
far,target,253,77,50,156,9,50,160,91,50,dark blue
close,distr2,325,14,50,259,6,50,346,15,50,okay / it is one of the red/pink ones / but it isn't the one that is super red / it is more like a blush
split,target,334,96,50,333,49,50,281,74,50,hot pink
close,target,183,11,50,87,9,50,152,0,50,the bluest box
split,target,198,56,50,200,95,50,63,23,50,The darker of the two blue boxes
split,target,188,46,50,176,51,50,255,43,50,the darker of the two blue boxes
split,target,144,41,50,82,22,50,297,71,50,the green one
close,target,200,11,50,218,14,50,216,90,50,The greyest box
far,target,124,16,50,58,56,50,272,39,50,the army green box
close,target,245,7,50,225,37,50,217,45,50,the grey box
far,target,138,44,50,41,31,50,263,97,50,the green box
far,distr2,160,15,50,23,32,50,252,11,50,the grey-blue box
far,target,149,27,50,339,20,50,137,1,50,the green box
close,target,20,62,50,14,35,50,28,80,50,the duller orange box
close,target,229,75,50,277,67,50,234,51,50,the bright blue box
close,target,287,67,50,282,31,50,329,37,50,The brightest purple box
far,target,83,24,50,320,41,50,266,83,50,the army green box
close,target,153,9,50,93,2,50,41,20,50,the blue-green-grey box
split,target,61,41,50,46,92,50,7,47,50,the yellow-green box
split,target,142,55,50,148,90,50,272,34,50,the duller green box
split,target,271,7,50,280,19,50,158,84,50,the greyest box
close,target,134,44,50,150,66,50,96,79,50,the dullest green box
split,target,93,68,50,163,94,50,226,31,50,the green box
far,target,355,89,50,74,41,50,240,24,50,the red box
split,target,207,12,50,256,38,50,135,44,50,the grey box
far,target,212,52,50,161,85,50,46,72,50,the bluest box
far,target,275,86,50,36,73,50,95,20,50,the purple box
close,target,231,66,50,277,84,50,254,71,50,The brightest blue box
far,target,356,44,50,190,34,50,248,57,50,the rose box
split,target,298,61,50,300,17,50,202,17,50,the bright purple box
far,distr1,157,90,50,181,81,50,269,80,50,the duller green box
split,target,167,46,50,127,55,50,33,11,50,the blue green box
far,target,234,82,50,19,55,50,314,40,50,the blue box
split,target,284,46,50,227,99,50,73,89,50,the purple box
split,target,63,23,50,67,56,50,345,89,50,the grey brown box
close,target,328,30,50,338,21,50,323,95,50,the purple rose box
close,target,232,22,50,307,29,50,252,19,50,the bluer box (the one with less purple in it)
split,target,224,28,50,251,9,50,331,81,50,the bluest box
close,target,9,33,50,23,45,50,17,93,50,the rose box
close,target,279,32,50,250,10,50,341,22,50,the purple box
close,target,314,81,50,281,86,50,273,71,50,the pink box
far,target,166,55,50,13,35,50,183,10,50,the turquoise box
close,target,292,58,50,315,62,50,335,37,50,the purplest box
far,target,181,21,50,284,38,50,353,41,50,the blueish green box
split,target,280,73,50,290,54,50,160,97,50,the box with the deepest purple color
far,target,57,6,50,4,28,50,138,65,50,the grey box
far,target,239,24,50,198,64,50,20,9,50,the bluish purple box
split,target,283,84,50,278,47,50,69,16,50,the purplish pink box
far,target,303,25,50,221,44,50,30,63,50,the liliac box
far,target,166,82,50,317,90,50,308,9,50,the turquoise box
split,target,36,1,50,178,9,50,143,53,50,the grey box with the least amount of blue in it
split,target,357,19,50,166,0,50,245,66,50,the rose box
close,target,271,28,50,281,35,50,322,47,50,the purple box with the most blue in it
split,target,170,35,50,165,83,50,86,79,50,the color is gloomy
close,distr2,103,64,50,151,45,50,143,68,50,This is brightest
close,distr2,68,75,50,94,79,50,83,87,50,light color
far,target,317,30,50,40,67,50,224,8,50,gay color
split,target,260,7,50,242,14,50,287,74,50,light of the gloomy ones
close,target,152,23,50,53,10,50,83,19,50,more bright
far,target,181,26,50,82,30,50,203,91,50,cloud color
far,target,225,14,50,38,10,50,47,73,50,gayish
split,target,93,0,50,13,21,50,229,47,50,dk cloud
split,distr2,83,15,50,60,27,50,273,9,50,darkest
split,target,149,23,50,146,61,50,357,92,50,dk cloud
split,target,291,44,50,261,77,50,63,52,50,flower like / dull
close,target,97,34,50,107,46,50,124,16,50,middle color
split,target,288,76,50,284,52,50,211,44,50,bright gay
split,target,130,39,50,117,60,50,332,97,50,dull
split,target,218,69,50,221,14,50,185,45,50,boy
far,target,314,13,50,23,56,50,217,82,50,dreary
split,target,140,57,50,131,19,50,357,54,50,light
close,distr2,102,65,50,89,33,50,161,69,50,lightest
split,target,48,66,50,75,47,50,313,96,50,baby food
far,target,262,25,50,122,82,50,335,70,50,dreary
far,target,59,96,50,99,51,50,183,16,50,bright
split,target,319,18,50,347,12,50,309,94,50,middle
split,target,153,59,50,154,74,50,249,69,50,dull
far,target,223,85,50,185,19,50,355,26,50,boy
close,distr2,307,0,50,265,10,50,181,4,50,dark of two
split,target,312,53,50,315,84,50,38,2,50,dull girl
close,target,239,96,50,228,42,50,267,70,50,bright boy
close,distr1,280,37,50,327,23,50,282,9,50,dull gay
far,distr1,186,1,50,154,91,50,250,50,50,sky cloudy
close,target,343,22,50,13,13,50,276,16,50,rose like
far,target,359,77,50,72,11,50,280,34,50,blush
close,target,207,6,50,237,24,50,206,53,50,cloudy
close,target,299,75,50,274,35,50,269,24,50,girl
far,target,13,53,50,258,11,50,126,27,50,peachish
far,target,340,45,50,76,75,50,196,29,50,girl like
close,target,353,65,50,355,30,50,1,38,50,brightest
close,target,10,2,50,220,9,50,139,3,50,less color
close,target,286,66,50,229,90,50,278,35,50,gay color
far,target,44,42,50,341,1,50,144,18,50,baby food
far,target,32,96,50,194,63,50,101,23,50,cantelope
close,target,12,49,50,5,14,50,348,16,50,stand out
close,target,67,15,50,252,0,50,177,10,50,vegetation ish
far,distr1,95,94,50,322,88,50,340,15,50,brightest
split,target,352,43,50,339,74,50,46,69,50,dull
split,target,209,85,50,196,67,50,329,51,50,boy
close,target,159,9,50,162,2,50,262,2,50,vegie like
far,target,59,94,50,129,29,50,10,86,50,lemon
far,target,66,63,50,304,21,50,9,96,50,veggie
far,target,52,12,50,227,45,50,356,22,50,no color
far,target,6,50,50,0,5,50,115,10,50,Red is the target
close,target,198,34,50,202,63,50,187,40,50,"The target is the greyish blue, not sky blue or teal"
close,distr1,307,49,50,324,38,50,302,23,50,"The target is violet/ darker pink, not grayish or normal pink / Darker"
far,target,31,18,50,4,93,50,175,47,50,Brown
close,target,274,88,50,283,79,50,247,63,50,Blueish purple
far,target,232,85,50,100,1,50,148,96,50,Blue
far,target,182,31,50,273,95,50,43,93,50,Teal
far,distr2,258,64,50,75,53,50,341,32,50,Purple
close,distr1,117,37,50,90,44,50,101,61,50,Darkest shade of green
far,target,234,74,50,134,3,50,20,94,50,Blue
split,target,257,76,50,228,40,50,332,74,50,"Brightest blue, not the blueish gray."
far,target,146,11,50,351,85,50,70,72,50,"Gray, not red or yellow"
far,target,302,67,50,67,17,50,36,74,50,Pink
close,target,235,43,50,215,16,50,232,14,50,Blue
close,target,99,31,50,140,67,50,143,37,50,Olive green
split,target,99,43,50,124,49,50,274,68,50,Olive green
close,target,273,74,50,230,76,50,279,46,50,The darker shade of purple / Purple
far,target,207,39,50,101,8,50,345,40,50,Blue/teal
close,target,201,83,50,220,22,50,195,12,50,Sky blue
split,target,352,78,50,2,47,50,48,46,50,"The brighter shade of red, the one that isn't dull"
close,target,84,32,50,112,12,50,51,38,50,"Olive green, not the grayish green"
split,target,182,22,50,161,16,50,240,48,50,The brighter shade of teal
split,target,151,37,50,144,74,50,28,3,50,The darker shade of green
far,target,286,23,50,232,99,50,268,1,50,Purple
split,target,196,57,50,204,67,50,350,60,50,"Teal, not sky blue"
split,target,151,56,50,114,83,50,251,72,50,"the darker shade of green, not lime green"
far,target,77,7,50,171,41,50,58,58,50,"Brown / Not teal, or mustard"
close,target,330,66,50,342,58,50,339,85,50,"The shade that comes closest to pink, not bright pink, or the dull pink"
split,target,13,57,50,9,42,50,113,38,50,"The orangish brown, not green or the darker shade of brown"
close,target,26,37,50,45,26,50,40,11,50,"Brown, not gray or olive/brown shade"
far,target,19,21,50,256,85,50,124,46,50,"Brownish gray, not green or blue"
split,target,48,78,50,57,80,50,183,32,50,"Darker orange, not teal or canary yellow"
far,target,16,16,50,117,44,50,194,71,50,Brownish gray
far,target,184,40,50,320,70,50,53,83,50,Teal
close,target,163,53,50,122,40,50,104,12,50,"Teal, not gray or olive green"
far,target,330,18,50,114,9,50,22,35,50,"Purple, not gray or peach"
split,target,94,79,50,156,99,50,1,84,50,"Lime green, not red or pistachio green"
close,target,322,29,50,352,9,50,350,26,50,"Purple, not gray or grayish pink"
split,target,272,4,50,257,22,50,191,73,50,Gray
far,target,264,96,50,213,47,50,83,92,50,"Purple/violet, not yellow or blueish gray"
close,target,44,10,50,59,18,50,69,32,50,"The darkest shade of brown / Grey, not olive or olive-grey"
close,distr2,293,60,50,309,58,50,317,45,50,"Darker purple, neither of the pinks"
split,target,210,31,50,175,13,50,119,86,50,"Blue, not green or gray"
far,target,225,72,50,354,55,50,62,37,50,Blue
split,target,123,9,50,188,17,50,235,35,50,Olive/gray
close,target,54,7,50,132,10,50,43,29,50,"Brown, not olive or orange/brown"
split,target,294,33,50,282,16,50,177,10,50,"The brighter shade of purple, not teal or grayish purple"
split,target,184,72,50,198,88,50,13,19,50,"Teal, not brown or sky blue / Yes"
split,target,284,92,50,249,88,50,57,95,50,Purple
split,target,4,4,50,39,12,50,121,40,50,"Darker shade of brown, not green or lightbrown/tan / Brownish gray / Yes"
close,target,296,45,50,277,49,50,303,70,50,hello / The target is the second darkest shade of purple / its a mix of purple and pink
split,target,233,17,50,208,49,50,49,35,50,Its the darker shade of blue
close,target,73,57,50,51,67,50,74,77,50,Its the darker lime color
close,target,272,99,50,250,34,50,284,52,50,Its the bright blue color
far,target,169,33,50,90,82,50,40,54,50,Its the teal color
split,target,94,73,50,100,41,50,175,72,50,its the lime green color
close,target,129,53,50,66,51,50,72,40,50,Its the bright green color
split,target,138,52,50,167,84,50,141,8,50,its the green color
close,target,99,18,50,81,29,50,130,10,50,its the mix between green and grey. the darker green color
far,target,10,76,50,239,65,50,278,14,50,red
close,target,147,83,50,122,35,50,125,84,50,Its the second darkest green
far,target,7,58,50,152,46,50,335,5,50,red
far,target,228,53,50,8,33,50,295,24,50,blue
close,target,129,83,50,142,69,50,86,48,50,bright green
far,target,283,41,50,97,77,50,20,54,50,purple
close,target,357,20,50,239,2,50,242,11,50,reddish
far,target,168,81,50,24,12,50,282,84,50,aqua
close,target,189,3,50,14,3,50,299,11,50,its the grey/blueish color
split,target,76,3,50,164,19,50,329,28,50,grey
far,target,193,62,50,68,91,50,9,60,50,blue
split,target,83,2,50,50,25,50,14,96,50,grey
close,target,27,7,50,169,0,50,23,25,50,grey/brownish color.
far,target,108,39,50,194,60,50,278,68,50,green
far,target,356,78,50,264,8,50,75,96,50,red
split,target,184,90,50,183,47,50,310,49,50,highlight blue
split,target,249,65,50,265,91,50,45,36,50,the darkest blue shade
close,target,136,62,50,149,91,50,127,83,50,the darkest green
split,distr1,212,98,50,217,91,50,1,21,50,its the blue thats second brightest
far,target,109,20,50,336,54,50,115,75,50,dark green
far,target,330,34,50,39,65,50,203,28,50,pink
far,target,25,11,50,162,56,50,354,52,50,brown
close,distr2,61,8,50,52,5,50,157,4,50,its the greenish/brown
split,target,67,63,50,60,79,50,305,11,50,its the darker yellow
far,target,165,58,50,20,74,50,76,70,50,aqua
split,target,163,18,50,127,29,50,225,33,50,its the mix between green/blue
close,target,93,68,50,77,31,50,101,28,50,highlight green
split,target,44,35,50,44,60,50,192,95,50,dark brown
close,target,12,83,50,11,60,50,3,75,50,its the orange/red
far,target,39,24,50,254,76,50,319,39,50,brown
split,distr1,328,91,50,315,81,50,72,70,50,its the brightest pink
close,target,139,98,50,84,86,50,94,39,50,its the bright forest green. not the highlighter one / not lime / emerald
split,target,117,15,50,159,29,50,358,24,50,dark green
close,target,286,85,50,327,51,50,267,26,50,bright purple
close,target,152,63,50,104,27,50,133,22,50,bright teal
split,target,43,70,50,62,70,50,259,42,50,dark gold / mustard / its the orangey one
far,target,106,76,50,314,14,50,51,75,50,bright green
split,target,74,69,50,50,67,50,254,82,50,lime color
split,target,288,49,50,271,13,50,47,29,50,purple / bright
far,target,251,85,50,187,24,50,37,72,50,blue
split,target,83,26,50,87,61,50,320,8,50,dark green
close,target,296,42,50,311,51,50,264,27,50,Select the medium purple one.
far,target,198,51,50,28,41,50,293,72,50,Select the turqouse one.
far,target,175,21,50,288,44,50,115,66,50,Select the dingy green one.
split,target,45,86,50,59,45,50,166,54,50,Select the bright orange yellow one.
far,target,334,47,50,98,16,50,321,2,50,Select the Purple
split,target,275,39,50,226,81,50,181,40,50,Purple again.
far,target,29,37,50,114,52,50,218,1,50,Select the Tan/Kakhi one.
split,target,307,73,50,306,22,50,234,68,50,Bright purple one.
far,target,278,92,50,143,87,50,192,68,50,Violet/Purple one
split,target,276,22,50,280,72,50,167,24,50,Dirty Purple one.
split,target,249,90,50,230,43,50,46,81,50,Bright Blue one.
split,target,86,93,50,93,55,50,294,5,50,Bright Green one.
close,target,334,42,50,313,20,50,330,83,50,The dingy Purple Pink one.
far,target,319,80,50,282,13,50,124,87,50,Bright Purple
far,target,265,99,50,170,25,50,212,56,50,Bright Blue/Violet / Its the brightest one on the screen. Its more Violet than Blue.
far,target,342,34,50,44,91,50,216,21,50,Not the gray or the yellow. Its Mauve?
close,target,245,19,50,311,8,50,253,11,50,Its the darkest purple.
close,target,238,90,50,270,66,50,274,95,50,Blue
